Zeitschienen,SRG SSR Total,SRF Total,SRF 1,SRF zwei,SRF info,RTS 1,RSI LA 1,Restliche SRG SSR,Andere Sender,Facts,Aktivitäten,Zielgruppe,Region,Jahr,Zeitintervall
23:30:00 - 23:45:00,3.209869855,3.175203839,1.751117066,1.328976082,0.45431238,0.011514809,0.010298093,0.024945054,9.590686706,NRw-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
23:45:00 - 24:00:00,2.436417486,2.403455503,1.254130763,1.056178031,0.374372512,0.010785204,0.011020995,0.021481408,8.326824674,NRw-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
24:00:00 - 24:15:00,1.746860996,1.717350566,0.854360302,0.754206413,0.298727814,0.007555876,0.011459689,0.019057512,7.088279973,NRw-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
24:15:00 - 24:30:00,1.376592707,1.350299697,0.672537375,0.57535943,0.254328507,0.007590344,0.012058542,0.013007317,6.004773521,NRw-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
24:30:00 - 24:45:00,1.128843599,1.106153705,0.543618325,0.455024769,0.214142391,0.003678488,0.011790981,0.012555289,5.070291007,NRw-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
24:45:00 - 25:00:00,0.938874676,0.923245336,0.469150295,0.357875176,0.182598436,0.007967455,0.010316254,0.0070857,4.363580847,NRw-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
25:00:00 - 25:15:00,0.766923386,0.753988596,0.377684417,0.294550676,0.150561383,0.002498741,0.007191734,0.006270502,3.765587631,NRw-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
25:15:00 - 25:30:00,0.645221615,0.637302959,0.324069214,0.239284311,0.124942815,0.002329994,0.005937056,0.003822262,3.264292632,NRw-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
25:30:00 - 25:45:00,0.544241969,0.536419242,0.278921992,0.186101577,0.11195728,0.002020804,0.004270356,0.00354178,2.840722622,NRw-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
25:45:00 - 26:00:00,0.453844676,0.447732814,0.232320497,0.153319343,0.090190882,0.001431732,0.004351607,0.002429064,2.509075731,NRw-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
,43.810463367,43.175363705,36.21873009,21.466537468,13.323328182,0.779747383,0.342415963,1.06962762,54.494529006,NRw-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,Whole Day
,38.668828148,38.154046312,32.446419624,16.28326337,9.361524872,0.605292337,0.201328356,0.621209933,47.700987476,NRw-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,Primetime (18-23 h)
02:00:00 - 02:15:00,12.478134869,12.407259578,5.731018486,4.044350352,2.63189074,0.010031366,0.038280166,0.02256376,87.521865131,MA-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
02:15:00 - 02:30:00,13.00753807,12.940077785,6.065997259,3.980947097,2.893133429,0.013466932,0.04155248,0.012440873,86.99246193,MA-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
02:30:00 - 02:45:00,13.064583866,13.039910193,6.197009878,3.713646311,3.129254004,0.004321555,0.007844605,0.012507512,86.935416134,MA-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
02:45:00 - 03:00:00,13.082666499,13.043779677,6.191373219,3.63336781,3.219038648,0.008420912,0.004532414,0.025933496,86.917333501,MA-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
03:00:00 - 03:15:00,13.370557975,13.305193332,6.349353831,3.846911676,3.108927824,0.005788243,0.002612422,0.056963979,86.629442025,MA-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
03:15:00 - 03:30:00,13.508197931,13.443895433,6.527437284,3.789626233,3.126831915,0.002602444,0.00225513,0.059444925,86.491802069,MA-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
03:30:00 - 03:45:00,13.633843702,13.567611074,6.630596115,3.828452806,3.108562153,0.009201563,0.001702063,0.055329001,86.366156298,MA-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
03:45:00 - 04:00:00,14.219621429,14.16807556,7.092436836,4.027929089,3.047709636,0.015117757,0.000818404,0.035609708,85.780378571,MA-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
04:00:00 - 04:15:00,14.134497485,14.087912542,6.842998171,4.025523573,3.219390798,0.014390862,0.001514064,0.030680017,85.865502515,MA-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
04:15:00 - 04:30:00,13.779794935,13.707314241,6.386043516,3.991824064,3.329446661,0.036114955,0.00710058,0.029265159,86.220205065,MA-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
04:30:00 - 04:45:00,13.659891974,13.575018337,6.116620414,4.082994626,3.375403296,0.046711635,0.002631286,0.035530717,86.340108026,MA-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
04:45:00 - 05:00:00,13.483336504,13.379157854,6.37261323,3.875567801,3.130976822,0.031711747,0.000158295,0.072308608,86.516663496,MA-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
05:00:00 - 05:15:00,13.533801088,13.452603573,6.83117582,3.762562972,2.858864781,0.013194898,0.00480459,0.063198025,86.466198912,MA-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
05:15:00 - 05:30:00,13.065084071,12.990467439,6.654999958,3.602614069,2.732853413,0.014228362,0.00224176,0.058146509,86.934915929,MA-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
05:30:00 - 05:45:00,11.659133216,11.586938403,5.865719496,3.619146218,2.102072688,0.012712323,0.000058515,0.059423975,88.340866784,MA-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
05:45:00 - 06:00:00,12.107155337,11.991624068,6.347005239,3.894509707,1.750109123,0.016816576,0.008891289,0.089823404,87.892844663,MA-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
06:00:00 - 06:15:00,12.945857437,12.820070509,6.836970768,4.215230446,1.767869295,0.023229254,0.008161068,0.094396606,87.054142563,MA-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
06:15:00 - 06:30:00,14.221807754,14.069660695,7.409702665,4.961660196,1.698297834,0.024866161,0.005604406,0.121676492,85.778192246,MA-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
06:30:00 - 06:45:00,14.448076793,14.296566025,7.568949168,5.30430482,1.423312037,0.037169743,0.002328655,0.112012371,85.551923207,MA-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
06:45:00 - 07:00:00,15.578518086,15.367033562,9.012836238,5.010262318,1.343935007,0.099408138,0.001237366,0.110839019,84.421481914,MA-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
07:00:00 - 07:15:00,16.874580178,16.727154446,11.296052495,3.972713616,1.458388335,0.054916688,0.000125528,0.092383516,83.125419822,MA-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
07:15:00 - 07:30:00,18.561554283,18.410370649,12.958666006,3.724185071,1.727519572,0.024305322,0.000583822,0.12629449,81.438445717,MA-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
07:30:00 - 07:45:00,20.980832976,20.82766316,14.607642531,4.312095145,1.907925484,0.030058698,0.001088698,0.122022421,79.019167024,MA-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
07:45:00 - 08:00:00,22.092328147,21.886939001,14.505426809,5.315957709,2.065554483,0.041877372,0.00916806,0.154343714,77.907671853,MA-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
08:00:00 - 08:15:00,23.080270562,22.890292952,13.979774608,6.283773003,2.626745341,0.039289801,0.010714439,0.13997337,76.919729438,MA-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
08:15:00 - 08:30:00,23.101444807,22.874556625,12.823056036,7.03413065,3.017369938,0.03742253,0.008766045,0.180699608,76.898555193,MA-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
08:30:00 - 08:45:00,20.980294432,20.727487673,10.693155574,7.416945088,2.617387011,0.032472257,0.011673106,0.208661395,79.019705568,MA-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
08:45:00 - 09:00:00,20.740299773,20.355453349,9.325160145,8.45836319,2.571930014,0.024232501,0.197910071,0.162703853,79.259700227,MA-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
09:00:00 - 09:15:00,20.764326979,20.292128593,7.459311818,10.445742024,2.387074751,0.033429151,0.280345694,0.158423541,79.235673021,MA-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
09:15:00 - 09:30:00,23.198026218,22.699997857,6.671020379,13.673730316,2.355247162,0.047233664,0.282929804,0.167864892,76.801973782,MA-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
09:30:00 - 09:45:00,24.814290858,24.415310059,6.323777892,15.72989968,2.361632488,0.067801418,0.086188377,0.244991004,75.185709142,MA-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
09:45:00 - 10:00:00,25.844113883,25.449398971,6.096314813,16.812756473,2.540327684,0.070981434,0.044277425,0.279456054,74.155886117,MA-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
10:00:00 - 10:15:00,27.221070477,26.860356973,5.794128643,17.905352034,3.160876296,0.07610153,0.048419096,0.236192878,72.778929523,MA-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
10:15:00 - 10:30:00,29.90731345,29.562525471,5.756907545,20.375433232,3.430184695,0.076173572,0.052426077,0.21618833,70.09268655,MA-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
10:30:00 - 10:45:00,30.988288258,30.669589027,5.164149726,22.54488072,2.960558582,0.075666147,0.030783533,0.212249551,69.011711742,MA-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
10:45:00 - 11:00:00,31.371666973,31.022471292,4.634139929,23.642117966,2.746213397,0.083188366,0.03399209,0.232015226,68.628333027,MA-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
11:00:00 - 11:15:00,31.453116854,31.108135198,4.716825014,23.62485927,2.766450914,0.0654538,0.03487256,0.244655296,68.546883146,MA-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
11:15:00 - 11:30:00,30.732777914,30.429177303,4.741294374,22.962141594,2.725741336,0.042726143,0.018831278,0.24204319,69.267222086,MA-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
11:30:00 - 11:45:00,30.587357739,30.226941428,4.804097009,22.888456184,2.534388235,0.089119916,0.027140517,0.244155877,69.412642261,MA-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
11:45:00 - 12:00:00,30.439077717,29.754235582,5.336171103,21.940787751,2.477276729,0.426766256,0.024693073,0.233382806,69.560922283,MA-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
12:00:00 - 12:15:00,28.898271558,28.344104314,5.730635944,20.208430692,2.405037678,0.324751159,0.022693765,0.206722321,71.101728442,MA-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
12:15:00 - 12:30:00,27.944042604,27.301566107,6.283078649,18.604094478,2.414392981,0.444508636,0.023038657,0.174929203,72.055957396,MA-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
12:30:00 - 12:45:00,29.032898167,28.454854444,8.07149722,17.505992795,2.87736443,0.388693948,0.035394654,0.15395512,70.967101833,MA-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
12:45:00 - 13:00:00,37.315943042,36.728499053,18.37001998,15.48401979,2.874459283,0.348157728,0.097221115,0.142065145,62.684056958,MA-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
13:00:00 - 13:15:00,32.497963514,32.010304255,11.645244098,17.087050538,3.278009619,0.197028215,0.130365893,0.160265151,67.502036486,MA-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
13:15:00 - 13:30:00,29.122879114,28.660327512,6.570988017,18.169790335,3.91954916,0.103959926,0.159065343,0.199526333,70.877120886,MA-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
13:30:00 - 13:45:00,30.71604028,30.148776436,8.029589329,18.500934771,3.618252336,0.087684128,0.251402664,0.228177052,69.28395972,MA-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
13:45:00 - 14:00:00,31.883757502,31.31240987,9.203729052,18.407054544,3.701626274,0.079519178,0.254221476,0.237606978,68.116242498,MA-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
14:00:00 - 14:15:00,32.269492294,31.758556508,9.775013931,17.553456065,4.430086512,0.077845039,0.197532631,0.235558115,67.730507706,MA-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
14:15:00 - 14:30:00,30.3980168,29.972599521,9.737784777,16.212302447,4.022512297,0.083517029,0.13068848,0.211211769,69.6019832,MA-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
14:30:00 - 14:45:00,27.956839766,27.542019104,10.003999134,13.691306659,3.846713311,0.105464708,0.110582401,0.198773553,72.043160234,MA-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
14:45:00 - 15:00:00,26.868899939,26.436610883,9.89062573,12.875659395,3.670325758,0.135126538,0.086372768,0.210789751,73.131100061,MA-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
15:00:00 - 15:15:00,26.091646415,25.641532831,9.15336842,12.662982659,3.825181751,0.168202147,0.044330717,0.237580721,73.908353585,MA-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
15:15:00 - 15:30:00,24.789243902,24.351062147,8.396350685,12.400690734,3.554020728,0.163326248,0.03553805,0.239317458,75.210756098,MA-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
15:30:00 - 15:45:00,24.054526781,23.664539534,7.59793106,12.366029185,3.700579289,0.120289548,0.04127851,0.228419188,75.945473219,MA-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
15:45:00 - 16:00:00,24.726063072,24.340409696,8.917574242,11.63572589,3.787109564,0.113428758,0.065115018,0.207109601,75.273936928,MA-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
16:00:00 - 16:15:00,30.019010566,29.555089073,13.563518673,11.958987305,4.032583094,0.127164294,0.12936655,0.20739065,69.980989434,MA-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
16:15:00 - 16:30:00,28.947820405,28.458631999,13.174114083,11.580500851,3.704017065,0.126583856,0.147608852,0.214995697,71.052179595,MA-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
16:30:00 - 16:45:00,28.297225842,27.805351145,12.47180874,11.813579207,3.519963198,0.133455826,0.148504345,0.209914526,71.702774158,MA-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
16:45:00 - 17:00:00,28.071189972,27.601523826,12.74356034,11.487249991,3.370713494,0.134898904,0.125064888,0.209702354,71.928810028,MA-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
17:00:00 - 17:15:00,27.904158287,27.476162623,12.553554996,11.256664002,3.665943626,0.157134711,0.0682059,0.202655053,72.095841713,MA-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
17:15:00 - 17:30:00,25.628215783,25.246174366,10.786628935,11.144927944,3.314617487,0.176781277,0.033842074,0.171418066,74.371784217,MA-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
17:30:00 - 17:45:00,19.78162294,19.439358867,5.595531963,10.53501254,3.308814364,0.166090021,0.027114615,0.149059437,80.21837706,MA-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
17:45:00 - 18:00:00,20.838920525,20.499407598,6.995555168,10.477912752,3.025939679,0.160966696,0.02491573,0.1536305,79.161079475,MA-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
18:00:00 - 18:15:00,22.282057158,21.813208182,12.060808446,8.182408038,1.569991697,0.317696706,0.02788952,0.123262751,77.717942842,MA-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
18:15:00 - 18:30:00,30.111319409,29.646549689,18.387528316,9.475549252,1.783472122,0.266650296,0.042542987,0.155576437,69.888680591,MA-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
18:30:00 - 18:45:00,28.209640951,27.907545406,16.939307234,9.314183236,1.654054936,0.114508891,0.020368856,0.167217798,71.790359049,MA-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
18:45:00 - 19:00:00,31.62621513,31.326300582,20.134622736,9.54952626,1.642151585,0.142456934,0.008304043,0.149153571,68.37378487,MA-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
19:00:00 - 19:15:00,42.118801176,41.774053088,31.958163435,8.656009328,1.159880325,0.229837664,0.009400937,0.105509487,57.881198824,MA-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
19:15:00 - 19:30:00,46.151232872,45.71902132,34.723760145,9.801241258,1.194019917,0.301048565,0.013205722,0.117957265,53.848767128,MA-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
19:30:00 - 19:45:00,63.7422,62.767873367,53.990270382,5.698331591,3.079271394,0.895661514,0.010743393,0.067921726,36.2578,MA-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
19:45:00 - 20:00:00,63.848569399,62.897706717,54.741102702,5.061276974,3.09532704,0.882643642,0.007212441,0.0610066,36.151430601,MA-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
20:00:00 - 20:15:00,45.177041028,44.407187671,35.487692631,6.641068626,2.278426414,0.64611255,0.043437361,0.080303446,54.822958972,MA-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
20:15:00 - 20:30:00,34.994411797,34.358897082,25.886448448,6.778538414,1.69391022,0.514398561,0.034182361,0.086933793,65.005588203,MA-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
20:30:00 - 20:45:00,34.667872242,34.036834655,25.756988341,7.097199937,1.182646377,0.500045921,0.026347244,0.104644422,65.332127758,MA-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
20:45:00 - 21:00:00,33.440827481,32.857438105,24.561067002,7.240765916,1.055605188,0.446599587,0.011943139,0.12484665,66.559172519,MA-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
21:00:00 - 21:15:00,31.690093908,31.207189662,21.815532374,8.206604474,1.185052814,0.306658057,0.01603415,0.160212039,68.309906092,MA-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
21:15:00 - 21:30:00,32.881754071,32.493376845,22.559379946,8.362345693,1.571651206,0.200443865,0.028171467,0.159761894,67.118245929,MA-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
21:30:00 - 21:45:00,32.162204936,31.766121965,21.299429807,8.541484262,1.925207895,0.187875437,0.034011644,0.17419589,67.837795064,MA-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
21:45:00 - 22:00:00,35.834958476,35.424688347,24.545483485,8.722584952,2.15661991,0.19061006,0.029553254,0.190106814,64.165041524,MA-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
22:00:00 - 22:15:00,39.848073134,39.45634253,29.937078901,8.197927769,1.32133586,0.17928383,0.028769718,0.183677057,60.151926866,MA-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
22:15:00 - 22:30:00,31.268983223,30.836120127,18.514982513,10.814512226,1.506625389,0.184271652,0.033892692,0.214698752,68.731016777,MA-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
22:30:00 - 22:45:00,27.788259848,27.384523934,14.717660295,11.066937472,1.599926167,0.158919464,0.032978907,0.211837543,72.211740152,MA-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
22:45:00 - 23:00:00,26.8099888,26.493865089,13.711648644,10.84275657,1.939459874,0.111502259,0.025750964,0.178870489,73.1900112,MA-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
23:00:00 - 23:15:00,23.108183712,22.889445572,11.653129755,9.335797172,1.900518645,0.066600897,0.020827237,0.131310006,76.891816288,MA-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
23:15:00 - 23:30:00,22.606564905,22.409839357,11.642475632,9.048358269,1.719005457,0.05237797,0.022485658,0.12186192,77.393435095,MA-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
23:30:00 - 23:45:00,21.194434107,21.015723723,10.829337513,8.520516003,1.665870207,0.048667949,0.030591658,0.099450778,78.805565893,MA-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
23:45:00 - 24:00:00,17.817674831,17.591186086,8.019022095,7.846553919,1.725610072,0.054187176,0.061225847,0.111075721,82.182325169,MA-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
24:00:00 - 24:15:00,15.819333218,15.571903195,6.932221671,6.83454581,1.805135715,0.050370309,0.084615899,0.112443814,84.180666782,MA-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
24:15:00 - 24:30:00,15.332272383,15.067066895,6.783830901,6.366951348,1.916284645,0.060650971,0.092761908,0.111792609,84.667727617,MA-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
24:30:00 - 24:45:00,15.096327261,14.871120872,6.745789151,6.110985977,2.014345745,0.027353435,0.112083497,0.085769457,84.903811317,MA-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
24:45:00 - 25:00:00,14.827046043,14.606612378,6.729951022,5.780076487,2.09658487,0.034028882,0.114237517,0.072167265,85.172953957,MA-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
25:00:00 - 25:15:00,14.004530729,13.800071064,6.225045003,5.415754709,2.159271352,0.026227453,0.117105431,0.061126781,85.995469271,MA-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
25:15:00 - 25:30:00,13.675730132,13.503164246,6.127891023,5.14749158,2.227781643,0.027274138,0.101262508,0.04402924,86.324269868,MA-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
25:30:00 - 25:45:00,13.255890474,13.103387361,6.105854187,4.570266123,2.42726705,0.018020122,0.104499305,0.029983687,86.744109526,MA-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
25:45:00 - 26:00:00,12.6121078,12.522163891,5.783811689,4.317178896,2.421173306,0.01164509,0.057709166,0.020589654,87.3878922,MA-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
,32.197458441,31.74077899,19.895782833,9.655086078,2.18991008,0.264427751,0.043826005,0.148425694,67.802542417,MA-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,Whole Day
,37.53399188,37.007283237,27.116572622,8.155996377,1.734714238,0.364545243,0.024273203,0.137890198,62.46600812,MA-%,Overnight+7,Personen 3+,Deutsche Schweiz,2021,Primetime (18-23 h)
02:00:00 - 02:15:00,2.243175074,2.230433932,1.03025636,0.727046629,0.473130942,0.001803323,0.006881566,0.004056252,15.733670802,SD Ø [Sekunden],Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
02:15:00 - 02:30:00,2.055453865,2.044793776,0.958550145,0.629070086,0.457173545,0.002128047,0.006566132,0.001965909,13.746566883,SD Ø [Sekunden],Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
02:30:00 - 02:45:00,1.862553516,1.859035912,0.883477243,0.529436304,0.446122365,0.000616103,0.001118367,0.001783135,12.393955038,SD Ø [Sekunden],Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
02:45:00 - 03:00:00,1.68923869,1.684217609,0.799432378,0.469141782,0.415643449,0.001087311,0.000585227,0.003348543,11.222797935,SD Ø [Sekunden],Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
03:00:00 - 03:15:00,1.595452932,1.587653242,0.757641918,0.45903593,0.370975394,0.000690687,0.000311729,0.006797274,10.337130098,SD Ø [Sekunden],Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
03:15:00 - 03:30:00,1.475847597,1.468822182,0.713159718,0.41403826,0.341624204,0.000284332,0.000246386,0.006494697,9.449722225,SD Ø [Sekunden],Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
03:30:00 - 03:45:00,1.360929666,1.354318328,0.661865806,0.382155987,0.310296534,0.0009185,0.0001699,0.005522938,8.621065842,SD Ø [Sekunden],Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
03:45:00 - 04:00:00,1.304069979,1.299342749,0.650441645,0.369398118,0.279502985,0.001386437,0.000075055,0.003265737,7.866849129,SD Ø [Sekunden],Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
04:00:00 - 04:15:00,1.227481316,1.223435743,0.594266079,0.349588302,0.279581362,0.001249745,0.000131486,0.002664343,7.456812677,SD Ø [Sekunden],Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
04:15:00 - 04:30:00,1.133554187,1.127591776,0.525329034,0.328375633,0.273887109,0.00297089,0.000584108,0.002407412,7.092650862,SD Ø [Sekunden],Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
04:30:00 - 04:45:00,1.080966178,1.07424976,0.484034559,0.323104978,0.267110224,0.003696493,0.000208225,0.002811699,6.832465199,SD Ø [Sekunden],Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
04:45:00 - 05:00:00,1.045040609,1.03696613,0.493916295,0.300380083,0.242669752,0.002457853,0.000012269,0.005604357,6.705567772,SD Ø [Sekunden],Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
05:00:00 - 05:15:00,0.997295514,0.99131213,0.503384153,0.277260405,0.210667572,0.000972322,0.000354047,0.004657014,6.371628465,SD Ø [Sekunden],Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
05:15:00 - 05:30:00,0.953016055,0.947573239,0.485440566,0.262788133,0.19934454,0.00103787,0.000163522,0.004241424,6.341357635,SD Ø [Sekunden],Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
05:30:00 - 05:45:00,1.024316667,1.01797397,0.515334557,0.317961183,0.18467823,0.001116845,0.000005141,0.005220711,7.761213512,SD Ø [Sekunden],Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
05:45:00 - 06:00:00,1.133308442,1.122493964,0.594120949,0.364551425,0.16382159,0.001574141,0.000832282,0.008408054,8.227341607,SD Ø [Sekunden],Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
06:00:00 - 06:15:00,1.254471597,1.242282669,0.66251198,0.408461695,0.171308994,0.002250947,0.000790819,0.009147162,8.435667534,SD Ø [Sekunden],Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
06:15:00 - 06:30:00,1.41194569,1.39684048,0.735637686,0.492595235,0.16860756,0.002468721,0.000556407,0.012080082,8.516086767,SD Ø [Sekunden],Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
06:30:00 - 06:45:00,1.724890617,1.706802431,0.903622648,0.63325699,0.169922794,0.004437528,0.000278008,0.013372651,10.21365762,SD Ø [Sekunden],Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
06:45:00 - 07:00:00,1.958008643,1.931427904,1.132791396,0.629722087,0.168914421,0.012494256,0.00015552,0.013930963,10.610636412,SD Ø [Sekunden],Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
07:00:00 - 07:15:00,2.173967699,2.154974706,1.455280842,0.511808352,0.187885512,0.007074967,0.000016172,0.011901853,10.709124359,SD Ø [Sekunden],Overnight+7,Personen 3+,Deutsche Schweiz,2021,15 min
